id,name,dining_context,reason
041a2684-4937-4982-bf70-d59790637804,Bánh sừng bò (Croissant),restaurant,Món bánh ngọt phổ biến ở tiệm bánh
196e6b0d-7aef-47a8-96ff-42572e5776cc,Bánh tai heo,restaurant,Món ăn vặt đường phố phổ biến
7364f50a-37c3-4329-9591-071660f273b3,Bánh tart trứng,restaurant,Món bánh ngọt phổ biến ở tiệm bánh
9e629f51-bc6f-481b-9f9b-808f035f6b56,Bánh tiêu,restaurant,Tên riêng của một món ăn đường phố nổi tiếng
7e9c388c-1975-46b2-9d4a-668626b09848,Bánh trung thu rau câu,both,Có thể làm tại nhà hoặc mua ở quán
65840dc3-4a82-4343-90ba-e5a633d6d474,Bánh tráng bơ Tây Ninh,restaurant,Tên riêng của một món ăn vặt nổi tiếng
f7f45930-8402-4c0e-a936-1d895d38d069,Bánh tráng chấm sốt tắc,restaurant,Tên riêng của một món ăn vặt nổi tiếng
38ff72f3-ff3d-49a5-b4d2-8ac2fa1e39e2,Bánh tráng cuốn bơ,restaurant,Tên riêng của một món ăn vặt nổi tiếng
0e581ef5-a8d4-427b-ad82-c5f0f9c7274d,Bánh tráng cuốn sốt bơ,restaurant,Tên riêng của một món ăn vặt nổi tiếng
bba147a3-d1f1-4839-a292-7fddc2be250b,Bánh tráng cuốn sốt me,restaurant,Tên riêng của một món ăn vặt nổi tiếng
4ea7ee85-f9ef-4ec2-981b-dfe815737e2f,Bánh tráng kẹp,restaurant,Tên riêng của một món ăn vặt nổi tiếng
f7faa9fa-fa9d-4244-a1df-704b0aac6da6,Bánh tráng kẹp hành,restaurant,Tên riêng của một món ăn vặt nổi tiếng
e1b9ca8b-a46d-475b-a18b-f02caa94dd4c,Bánh tráng mâm,restaurant,Tên riêng của một món ăn vặt nổi tiếng
2c5d0b8f-ec13-4ab1-a8cc-5477e25d6714,Bánh tráng mắm ruốc nướng,restaurant,Tên riêng của một món ăn vặt nổi tiếng
8e0035b7-bbc0-48ec-bf49-20ec2f00897d,Bánh tráng nướng,restaurant,Tên riêng của một món ăn vặt nổi tiếng
420ce340-5775-466a-b16e-000ab188b4e2,Bánh tráng phơi sương muối nhuyễn,restaurant,Tên riêng của một món ăn vặt nổi tiếng
f3994e48-9fa3-48a7-a104-49b957682721,Bánh tráng trộn,restaurant,Tên riêng của một món ăn vặt nổi tiếng
30fddbec-5f0f-41ea-b5db-1258f55cf1df,Bánh tráng xoài,restaurant,Tên riêng của một món ăn vặt nổi tiếng
f8e870dd-f8a2-408b-af40-86b20a915fba,Bánh táo nướng,both,Có thể tự làm hoặc mua ở tiệm bánh.
87834dd3-5cac-4e6b-a86c-15bb2b173942,Bánh tôm Hồ Tây,restaurant,"Món ăn đặc trưng của một địa danh, thường bán ở quán."
b5861a7d-56b5-4145-bb83-e4caca282dfb,Bánh waffle,both,"Có thể tự làm hoặc mua ở quán cà phê, tiệm bánh."
2bd2b979-5e8f-4a82-957e-022a7ea30dd7,Bánh xèo Nhật Bản,restaurant,"Món ăn đặc trưng của Nhật Bản, thường bán ở nhà hàng."
b3c3dbbe-cd49-44be-8c17-b2137ca753b2,Bánh xèo chay,both,Phổ biến ở cả nhà và quán ăn chay.
7319898b-a83d-4f83-bede-d366fc5d1ebc,Bánh xèo gạo lứt chay,both,Phổ biến ở cả nhà và quán ăn chay.
1c656717-09d2-4aec-8be3-5f3822b4bc52,Bánh xèo hành hải sản,restaurant,Món bánh xèo thường bán ở quán ăn.
8c533597-d012-42c9-91d1-173cde16182e,Bánh xèo miền Trung,restaurant,"Món ăn đặc sản vùng miền, thường bán ở quán."
92428598-dd81-4b06-8883-59eba4099172,Bánh xèo tôm nhảy,restaurant,"Món ăn đặc sản vùng miền, thường bán ở quán."
e8991d20-09f3-4c05-96e1-999a76dec1e2,Bánh đa cua,restaurant,"Món ăn đặc sản, thường bán ở quán."
0f2a291b-649d-4573-8f15-0f0e018dc0cb,Bánh đập,restaurant,"Món ăn đặc sản vùng miền, thường bán ở quán."
0b38fc07-827a-41a3-953d-751375b26868,Bánh đậu xanh trái cây,both,"Có thể tự làm hoặc mua ở tiệm bánh, quán chè."
2fe2b25d-afe2-41d8-b2ff-97872f35053c,Bê thui,restaurant,"Món đặc sản, thường bán ở nhà hàng."
b33afa9b-7dbd-4008-9198-94943708720e,Bì cuốn chay,both,Phổ biến ở cả nhà và quán ăn chay.
661b3b6f-cc4d-47a0-9eee-d2182b728475,Bít tết sốt tiêu đen,restaurant,Món ăn thường được phục vụ tại nhà hàng.
9d54efcc-dde2-49a6-b453-bc2767dea1bf,Bò bía mặn,restaurant,món ăn đường phố nổi tiếng
f0150e70-0b05-4d85-9c60-a2a4df6c5fce,Bò cuộn phô mai nướng,both,có thể nhà làm hoặc mua ở quán
0ffee675-f270-43e9-85e7-4dedd88c9585,Bò hầm rượu vang kiểu Pháp,both,có thể nhà làm hoặc mua ở quán
a7068f15-f225-4dcc-8ef5-421e18cb387d,Bò kho chay,both,có thể nhà làm hoặc mua ở quán
392f4146-e977-4b45-af9f-e762f9f153f9,Bò lá lốt nướng,restaurant,món ăn đường phố nổi tiếng
a2473a19-45f4-40b2-85e3-3b9c3181c581,Bò lúc lắc khoai tây,both,có thể nhà làm hoặc mua ở quán
6d8c8be3-ca1f-42d9-8c75-4e2e48269ec0,Bò xào cần tỏi,home_cooked,tên mô tả công thức nấu tại nhà
a2f43dfe-e7de-48f4-9010-e5891774c5b6,Bò xào khổ qua,home_cooked,tên mô tả công thức nấu tại nhà
daa52469-9a09-487c-98e2-717f8dce2aa7,Bún Thái,restaurant,tên riêng của món ăn nổi tiếng
ffe8cb30-9c85-49b1-b878-a8f4334d4bdc,Bún bò Huế,restaurant,đặc sản vùng miền nổi tiếng
036a5d92-3cf6-4fa7-8d73-88a49e931e3a,Bún bò tái bắp,restaurant,tên riêng của món ăn nổi tiếng
78049975-5c64-4dda-bb92-01c01c7577a1,Bún bắp bò gốc Huế,restaurant,tên riêng của món ăn nổi tiếng
06af5233-4027-4578-b679-88fad9fee438,Bún bề bề,restaurant,tên riêng của món ăn nổi tiếng
36d517c4-8705-462a-8858-6f09aa24cf17,Bún chay nước lèo,both,có thể nhà làm hoặc mua ở quán
00529e3f-37f8-4b55-8b40-c4fba7134783,Bún chả Hà Nội,restaurant,đặc sản vùng miền nổi tiếng
56a6ded9-093f-4e69-a66a-727c95d9edad,Bún chả cá,restaurant,tên riêng món ăn phổ biến ở quán
29a16c08-90b2-43e6-8702-73b49df33b99,Bún chả cá chay,restaurant,tên riêng món ăn phổ biến ở quán
6bb5712b-dd03-41fb-b297-14d05031791a,Bún chả tôm,restaurant,tên riêng món ăn phổ biến ở quán
589ebe0f-9da3-4476-9239-242c36af2c4b,Bún cá ngừ,restaurant,tên riêng món ăn phổ biến ở quán
5e68bf0e-5f77-4d2a-9112-69a2d62b2153,Bún cá rô đồng,restaurant,tên riêng món ăn phổ biến ở quán
2ccc9f7f-908a-4add-aa21-9c83d160179e,Bún dọc mùng,restaurant,tên riêng món ăn phổ biến ở quán
ea5e0e3a-7f43-4846-8f84-5e021c87e81a,Bún gạo lứt trộn ức gà,both,có thể tự làm hoặc mua ở quán ăn healthy
ce8a2750-ab3c-4a68-a718-bdda310daf19,Bún hải sản,restaurant,tên riêng món ăn phổ biến ở quán
1ed15c3f-18fe-4ad8-8970-0a87b5064022,Bún hến,restaurant,tên riêng món ăn phổ biến ở quán
b9054dc3-5df2-439a-8973-445ce3ac64c0,Bún lòng xào nghệ,restaurant,tên riêng món ăn phổ biến ở quán
95260a2f-5904-4f43-8be0-108a5735885f,Bún măng vịt,restaurant,tên riêng món ăn phổ biến ở quán
b12a1533-095c-42ef-8e38-a06c5cd3493c,Bún mắm nêm,restaurant,tên riêng món ăn phổ biến ở quán
7ac9375c-e7b1-4c03-bab9-9d8e03260513,Bún mắm tai mui,restaurant,tên riêng món ăn phổ biến ở quán
5c41a1e7-63cb-4e10-965f-820b21dcf3d1,Bún riêu cua đồng,restaurant,tên riêng món ăn phổ biến ở quán
b3c77ede-0679-48f0-9f35-cc9eb54ccc02,Bún riêu ốc,restaurant,tên riêng món ăn phổ biến ở quán
36d3c9c6-37ac-4b07-b54a-c2ccae90af10,Bún sứa,restaurant,tên riêng của món ăn nổi tiếng
52928e02-c25a-46ca-a0cb-b070f2653025,Bún thang,restaurant,tên riêng của món ăn nổi tiếng
de31913e-2de7-4337-8ec1-3fb86d5d13ec,Bún thịt nướng,restaurant,tên riêng của món ăn nổi tiếng
c8af8d98-b03d-492f-aac7-765999282b50,Bún xào nghệ chay,both,có thể nấu ở nhà hoặc bán ở quán
f5f58893-1578-499e-8436-b1c20071b601,Bún đậu mắm tôm,restaurant,tên riêng của món ăn đường phố nổi tiếng
9a872b92-0cb2-4f91-b992-c23620ed4ee4,Bún ốc,restaurant,tên riêng của món ăn nổi tiếng
b1ceb0b7-368c-4006-9bcc-f44ecb07d6d1,Bạch tuộc nướng sa tế,restaurant,"món ăn vặt, nhậu phổ biến ở quán"
0380e193-3611-431e-bc62-1f7d9f6e4b09,Bắp xào mỡ hành,restaurant,món ăn vặt đường phố phổ biến
d7af5d62-785e-4abf-9103-b0ed4caf9339,Canh bầu nấu tôm hành,home_cooked,tên mô tả công thức nấu tại nhà
87bd74bc-689c-4ced-82bc-7eeaef7f1812,Canh chua cá lóc,both,phổ biến ở cả nhà và quán ăn bình dân
30f0f266-797a-4205-86a7-ee64843c226c,Canh chua cá đuối,both,phổ biến ở cả nhà và quán ăn bình dân
63eabbe4-9d59-414b-b153-3859bb01f4a1,Canh chua nấm chay,home_cooked,tên mô tả công thức nấu tại nhà
623aebe2-c836-42e7-a0c4-ac07ba420f78,Canh cua rau đay mồng tơi,home_cooked,tên mô tả công thức nấu tại nhà
e06afd08-c9a5-4a0d-9db6-9a959290c765,Canh khổ qua nhồi thịt,home_cooked,tên mô tả công thức nấu tại nhà
b19e3327-bf34-4443-80ae-31ea2141473b,Canh khổ qua nhồi đậu hũ,home_cooked,tên mô tả công thức nấu tại nhà
6b5dc396-b5ce-49bc-bd78-b92743235385,Canh kim chi thịt heo đậu hũ,home_cooked,Tên mô tả công thức nấu tại nhà
c7abd370-6c42-4196-b863-54dfd26e9aa3,Canh mít non nấu tôm,home_cooked,Tên mô tả công thức nấu tại nhà
529d2603-9978-4517-9f73-1af475fc95d5,Canh mướp nấu nấm,home_cooked,Tên mô tả công thức nấu tại nhà
b93b1c2c-dd8d-4220-8c33-717dcdfc2ab8,Canh mướp nấu thịt băm,home_cooked,Tên mô tả công thức nấu tại nhà
ab474800-285d-49f9-a3aa-c0e1fbd3a742,Canh ngao nấu dứa,home_cooked,Tên mô tả công thức nấu tại nhà
6ccd9670-e704-4191-98a5-7456ee465702,Canh rau muống nấu hến,home_cooked,Tên mô tả công thức nấu tại nhà
d380de38-c476-429f-ab6c-5a0c72a587d7,Canh rau ngót nấu thịt băm,home_cooked,Tên mô tả công thức nấu tại nhà
67cce900-3d85-46cd-91b0-035808459b94,Canh rau ngót nấu tôm băm,home_cooked,Tên mô tả công thức nấu tại nhà
cf30adb9-8811-4ddf-91f2-d80de9d432af,Canh rong biển hạt sen,home_cooked,Tên mô tả công thức nấu tại nhà
755cd5df-d4f4-4891-b908-8756fa0243b4,Canh rong biển đậu hũ trắng,home_cooked,Tên mô tả công thức nấu tại nhà
1dd3ed03-b285-48b2-91e3-efa44984889a,Canh tương đậu Hàn Quốc,both,Phổ biến ở cả nhà và quán ăn
59df921c-7953-4e63-b046-9e06f02b7b24,Cao lầu Hội An,restaurant,Tên riêng của món ăn đặc sản nổi tiếng
a69927f8-7a6c-4a89-b033-a8c4cb49994f,Chuối nướng cốt dừa,both,Có thể nhà làm hoặc mua ở quán
9f0a6009-488f-45ba-ae5a-45e9620bc9b6,Chuối nếp nướng cốt dừa,both,Có thể nhà làm hoặc mua ở quán
66e79370-246b-433d-8382-176a5dae793e,Cháo gà,both,Phổ biến ở cả nhà và quán ăn
5a43c30d-d450-45b6-a7e5-c78578cada39,Cháo hàu,both,Phổ biến ở cả nhà lẫn quán.
1b803562-8ac6-4f4e-96ba-e0b09af02ab4,Cháo lòng,restaurant,"Món ăn đường phố, bán phổ biến ở quán."
a17b9ecb-dc89-4c38-b5e9-4fa872ee4350,Cháo lươn Nghệ An,restaurant,"Đặc sản vùng miền, thường bán ở quán."
e9680e12-441d-42df-95fe-82be84034824,Cháo lươn xanh,both,Phổ biến ở cả nhà lẫn quán.
ca9453ba-3fdf-4473-a8ce-5d1dec9d3536,Cháo ngao,both,Phổ biến ở cả nhà lẫn quán.
ec064fd8-f686-48b4-81eb-c91633964140,Cháo nghêu,both,Phổ biến ở cả nhà lẫn quán.
786f1a56-a3d2-4219-bf78-d3a26b5023e5,Cháo quẩy,restaurant,"Món ăn đường phố, bán phổ biến ở quán."
d266f267-b3aa-466e-8bb2-19fda6a48fef,Cháo sườn,restaurant,"Món ăn đường phố, bán phổ biến ở quán."
6a56c371-27e0-4ad3-a48f-967d182d9ffc,Cháo vịt,both,Phổ biến ở cả nhà lẫn quán.
20b87313-57fe-4cee-922f-cdb13910cea4,Chân gà hấp xì dầu,both,Phổ biến ở cả nhà lẫn quán.
10fed71d-4e34-42d4-81be-076578c3b920,Chân gà sả tắc,both,Phổ biến ở cả nhà lẫn quán.
af682b4b-bf9a-4cc7-9afe-cda980cfa993,Chíp chíp hấp sả,both,Phổ biến ở cả nhà lẫn quán.
a9392074-7f13-43ee-8f53-67966d53106f,Chả bắp chiên xù chay,both,Phổ biến ở cả nhà lẫn quán.
3da27a21-2ed9-4d60-80ed-2f4d5346f857,Chả giò chay (Ram chay),restaurant,Món ăn phổ biến ở quán ăn chay.
8e8f170a-4824-4d8f-86a5-11c5e31ff24b,Chả lụa chay kho tiêu,home_cooked,Tên mô tả công thức nấu tại nhà.
a1811b73-5aa1-46c6-9713-3e6295116d86,Chả nấm bào ngư,both,Phổ biến ở cả nhà và quán ăn.
5584fb15-0f98-4ad3-b1c3-cc579d1d1354,Cua gạch rang muối,restaurant,"Món hải sản đặc trưng, thường bán ở quán."
ecba89b3-482c-49fd-aa68-8d1d358af828,Cua huỳnh đế hấp,restaurant,"Món hải sản đặc trưng, thường bán ở quán."
27eae8eb-cc4d-4f83-b85b-11c19f01f575,Cua rang me,restaurant,"Món hải sản đặc trưng, thường bán ở quán."
7b303a2a-21b8-4de0-9ffc-41742c97c2b9,Cà pháo mắm tôm,home_cooked,"Món ăn kèm cơm nhà, thường tự làm."
59121a6d-95cb-4840-bcc6-cc14f703bbee,Cà ri Thái xanh,restaurant,"Món ăn nước ngoài, thường bán ở nhà hàng."
09815866-97b4-4875-b7c6-f8360234a9b3,Cà tím nướng mỡ hành,both,Phổ biến ở cả nhà và quán ăn.
5715787a-6fb9-493e-904d-5b5a67c25403,Cá chìa vôi nướng muối ớt,restaurant,"Món hải sản nướng, thường bán ở quán."
e005e01f-e3f3-483c-b9ed-d95cb5b9f2c2,Cá diêu hồng nướng giấy bạc,both,Phổ biến ở cả nhà và quán ăn.
b9ad0352-de58-4635-bf2c-c40b943f9a06,Cá dìa nướng muối ớt,restaurant,"Món hải sản nướng, thường bán ở quán."
9aef0780-af99-4d44-a4f0-b8fc8be5b58e,Cá hanh hấp xì dầu,both,Phổ biến ở cả nhà và quán ăn.
c931abbb-abca-4038-8a88-4dbac7c8adfc,Cá hanh nướng giấy bạc,both,Phổ biến ở cả nhà và quán ăn.
13a60b55-90e5-4b8c-a223-30c15797290f,Cá hồi nướng măng tây,both,Phổ biến ở cả nhà và quán ăn.
adc8c1bf-cc94-4ea5-b340-1e2d43d25818,Cá hồi nướng sốt Teriyaki,both,Phổ biến ở cả nhà và quán ăn.
2c01df3c-d7a5-4b6e-b1db-7752b8b0df44,Cá hồi áp chảo sốt chanh dây,both,Phổ biến ở cả nhà và quán ăn.
b5aed8b7-7632-4063-aa49-68a182b423b6,Cá kho tộ,both,Phổ biến ở cả nhà và quán cơm bình dân
0f090e2a-577f-4ff7-9f20-4861f1cc5b64,Cá mú hấp xì dầu,restaurant,"Món ăn nhà hàng, tiệc tùng"
316d6487-44a6-42c6-bb0b-758a15aaf9f3,Cá nục hấp cuốn bánh tráng,restaurant,"Món đặc sản vùng miền, thường bán ở quán"
3b68cbe1-502e-4d20-a7e6-56b597394e39,Cá thu Nhật kho cà chua,home_cooked,Tên mô tả công thức nấu tại nhà
f0903b71-6bed-4e76-bbe7-227d8d4f5552,Cá viên chiên mắm,restaurant,Món ăn vặt đường phố phổ biến
ef4ecc96-c122-4eb7-acf0-289f6d1d92c6,Cá đuối nướng sả nghệ,restaurant,Món nướng thường bán ở quán ăn
b208b263-03f6-436d-9c62-fca07b78adbb,Cơm bò gyudon Nhật Bản,restaurant,Món ăn đặc trưng của nhà hàng Nhật Bản
a0d79ddd-f451-4f18-a961-210468f130e9,Cơm chiên Dương Châu,restaurant,"Món cơm chiên nổi tiếng, thường bán ở quán"
1599521c-1a9b-4a17-920a-04a919f3ea6c,Cơm chiên cá mặn,restaurant,Món cơm chiên phổ biến ở quán ăn
12fb4204-82ed-4f55-84c2-9c85d0c65fdc,Cơm chiên hải sản,restaurant,Món cơm chiên phổ biến ở quán ăn
e6f99bbf-da9c-4d96-8310-ff1cd3311672,Cơm chiên hải sản trứng muối,restaurant,Món cơm chiên phổ biến ở quán ăn
5acd7524-5acf-4cb6-ae38-fe098a741e52,Cơm chiên kim chi bò Mỹ,restaurant,Món cơm chiên phổ biến ở quán ăn
1b35a154-7de5-43b9-8114-478988a3bda8,Cơm chiên lá é chay,restaurant,Món cơm chiên phổ biến ở quán ăn
23e4cc91-855f-4b3a-8a11-b3e84796d239,Cơm chiên tỏi trứng,both,Có thể nấu ở nhà hoặc bán ở quán
